data fato,cidade,ocorrencias,vitimas_total,idade_media_vitima,furtos,roubos,homicidios,precipitacao,temperatura_maxima,temperatura_minima,temperatura_media,umidade_relativa,vento_velocidade
2025-12-18,passo fundo,40,47.0,43.526315789473685,4,1,0,4.6,22.2,17.3,19.75,84.1,4.8
2025-12-19,passo fundo,53,41.0,36.666666666666664,5,1,0,4.6,22.2,17.3,19.75,84.1,4.8
2025-12-20,passo fundo,46,51.0,39.24444444444445,4,0,2,4.6,22.2,17.3,19.75,84.1,4.8
2025-12-21,passo fundo,36,30.0,40.96666666666667,7,0,0,4.6,22.2,17.3,19.75,84.1,4.8
2025-12-22,passo fundo,40,37.0,37.90909090909091,3,0,0,4.6,22.2,17.3,19.75,84.1,4.8
2025-12-23,passo fundo,39,37.0,40.03225806451613,2,0,0,4.6,22.2,17.3,19.75,84.1,4.8
2025-12-24,passo fundo,27,29.0,42.8,5,0,0,4.6,22.2,17.3,19.75,84.1,4.8
2025-12-25,passo fundo,40,32.0,40.61290322580645,10,0,0,4.6,22.2,17.3,19.75,84.1,4.8
2025-12-26,passo fundo,39,33.0,45.25925925925926,9,0,1,4.6,22.2,17.3,19.75,84.1,4.8
2025-12-27,passo fundo,34,27.0,35.77272727272727,6,1,0,4.6,22.2,17.3,19.75,84.1,4.8
2025-12-28,passo fundo,29,27.0,35.0,6,1,0,4.6,22.2,17.3,19.75,84.1,4.8
2025-12-29,passo fundo,40,36.0,39.294117647058826,2,0,0,4.6,22.2,17.3,19.75,84.1,4.8
2025-12-30,passo fundo,22,23.0,40.76190476190476,3,0,0,4.6,22.2,17.3,19.75,84.1,4.8
2025-12-31,passo fundo,14,10.0,44.2,5,0,0,4.6,22.2,17.3,19.75,84.1,4.8
2026-01-01,passo fundo,47,48.0,42.68292682926829,3,4,0,4.6,22.2,17.3,19.75,84.1,4.8
2026-01-02,passo fundo,39,29.0,46.035714285714285,8,0,0,4.6,22.2,17.3,19.75,84.1,4.8
2026-01-03,passo fundo,35,42.0,39.03125,4,0,0,4.6,22.2,17.3,19.75,84.1,4.8
2026-01-04,passo fundo,33,34.0,37.793103448275865,4,0,1,4.6,22.2,17.3,19.75,84.1,4.8
2026-01-05,passo fundo,44,46.0,41.25,6,1,0,4.6,22.2,17.3,19.75,84.1,4.8
2026-01-06,passo fundo,27,28.0,41.625,0,0,0,4.6,22.2,17.3,19.75,84.1,4.8
2026-01-07,passo fundo,47,47.0,39.7906976744186,4,0,0,4.6,22.2,17.3,19.75,84.1,4.8
2026-01-08,passo fundo,57,53.0,44.857142857142854,13,1,0,4.6,22.2,17.3,19.75,84.1,4.8
2026-01-09,passo fundo,41,36.0,38.77142857142857,5,0,0,4.6,22.2,17.3,19.75,84.1,4.8
2026-01-10,passo fundo,40,37.0,38.0,8,0,0,4.6,22.2,17.3,19.75,84.1,4.8
2026-01-11,passo fundo,32,30.0,39.64,4,1,1,4.6,22.2,17.3,19.75,84.1,4.8
2026-01-12,passo fundo,47,44.0,45.85,5,1,0,4.6,22.2,17.3,19.75,84.1,4.8
2026-01-13,passo fundo,43,44.0,43.63157894736842,2,3,0,4.6,22.2,17.3,19.75,84.1,4.8
2026-01-14,passo fundo,42,39.0,44.972972972972975,6,2,0,4.6,22.2,17.3,19.75,84.1,4.8
2026-01-15,passo fundo,39,35.0,42.60606060606061,9,0,0,4.6,22.2,17.3,19.75,84.1,4.8
2026-01-16,passo fundo,49,46.0,37.76190476190476,5,2,0,4.6,22.2,17.3,19.75,84.1,4.8
2026-01-17,passo fundo,46,44.0,39.88095238095238,6,0,2,4.6,22.2,17.3,19.75,84.1,4.8
2026-01-18,passo fundo,42,40.0,43.111111111111114,7,2,0,4.6,22.2,17.3,19.75,84.1,4.8
2026-01-19,passo fundo,38,37.0,37.705882352941174,6,0,0,4.6,22.2,17.3,19.75,84.1,4.8
2026-01-20,passo fundo,49,46.0,44.13636363636363,5,0,0,4.6,22.2,17.3,19.75,84.1,4.8
2026-01-21,passo fundo,37,34.0,38.58064516129032,10,0,0,4.6,22.2,17.3,19.75,84.1,4.8
2026-01-22,passo fundo,52,48.0,36.09090909090909,6,0,0,4.6,22.2,17.3,19.75,84.1,4.8
2026-01-23,passo fundo,39,35.0,40.878787878787875,6,0,0,4.6,22.2,17.3,19.75,84.1,4.8
2026-01-24,passo fundo,40,35.0,33.57575757575758,5,1,0,4.6,22.2,17.3,19.75,84.1,4.8
2026-01-25,passo fundo,56,54.0,39.145833333333336,9,3,1,4.6,22.2,17.3,19.75,84.1,4.8
2026-01-26,passo fundo,65,61.0,38.01724137931034,5,2,1,4.6,22.2,17.3,19.75,84.1,4.8
2026-01-27,passo fundo,45,47.0,43.35,9,0,0,4.6,22.2,17.3,19.75,84.1,4.8
2026-01-28,passo fundo,56,59.0,44.224489795918366,4,1,0,4.6,22.2,17.3,19.75,84.1,4.8
2026-01-29,passo fundo,54,51.0,45.70454545454545,6,0,0,4.6,22.2,17.3,19.75,84.1,4.8
2026-01-30,passo fundo,48,45.0,43.225,5,2,0,4.6,22.2,17.3,19.75,84.1,4.8
2026-01-31,passo fundo,55,51.0,40.08510638297872,8,0,1,4.6,22.2,17.3,19.75,84.1,4.8
2026-02-01,passo fundo,50,47.0,39.19047619047619,5,1,0,4.6,22.2,17.3,19.75,84.1,4.8
2026-02-02,passo fundo,63,57.0,39.71153846153846,10,1,0,4.6,22.2,17.3,19.75,84.1,4.8
2026-02-03,passo fundo,54,47.0,38.79545454545455,8,0,0,4.6,22.2,17.3,19.75,84.1,4.8
2026-02-04,passo fundo,38,45.0,47.810810810810814,5,0,0,4.6,22.2,17.3,19.75,84.1,4.8
2026-02-05,passo fundo,66,58.0,39.472727272727276,7,2,1,4.6,22.2,17.3,19.75,84.1,4.8
2026-02-06,passo fundo,43,43.0,44.58974358974359,7,0,0,4.6,22.2,17.3,19.75,84.1,4.8
2026-02-07,passo fundo,37,34.0,39.666666666666664,4,3,0,4.6,22.2,17.3,19.75,84.1,4.8
2026-02-08,passo fundo,45,46.0,42.4,6,0,0,4.6,22.2,17.3,19.75,84.1,4.8
2026-02-09,passo fundo,49,45.0,39.63414634146341,4,0,0,4.6,22.2,17.3,19.75,84.1,4.8
2026-02-10,passo fundo,61,60.0,42.578947368421055,10,2,0,4.6,22.2,17.3,19.75,84.1,4.8
2026-02-11,passo fundo,57,57.0,40.66,8,1,0,4.6,22.2,17.3,19.75,84.1,4.8
2026-02-12,passo fundo,49,50.0,41.44186046511628,7,0,0,4.6,22.2,17.3,19.75,84.1,4.8
2026-02-13,passo fundo,40,43.0,42.425,9,3,0,4.6,22.2,17.3,19.75,84.1,4.8
2026-02-14,passo fundo,41,41.0,38.8,8,1,0,4.6,22.2,17.3,19.75,84.1,4.8
2026-02-15,passo fundo,41,36.0,39.1875,7,0,1,4.6,22.2,17.3,19.75,84.1,4.8
2026-02-16,passo fundo,42,43.0,39.0,4,0,0,4.6,22.2,17.3,19.75,84.1,4.8
2026-02-17,passo fundo,42,41.0,39.911764705882355,3,0,0,4.6,22.2,17.3,19.75,84.1,4.8
2026-02-18,passo fundo,39,38.0,40.02857142857143,4,1,0,4.6,22.2,17.3,19.75,84.1,4.8
2026-02-19,passo fundo,46,37.0,39.916666666666664,7,1,0,4.6,22.2,17.3,19.75,84.1,4.8
2026-02-20,passo fundo,45,40.0,36.67567567567568,7,2,0,4.6,22.2,17.3,19.75,84.1,4.8
2026-02-21,passo fundo,29,24.0,40.17391304347826,6,2,0,4.6,22.2,17.3,19.75,84.1,4.8
2026-02-22,passo fundo,23,20.0,40.10526315789474,4,2,0,4.6,22.2,17.3,19.75,84.1,4.8
2026-02-23,passo fundo,50,42.0,42.421052631578945,1,0,0,4.6,22.2,17.3,19.75,84.1,4.8
2026-02-24,passo fundo,34,30.0,42.857142857142854,6,0,0,4.6,22.2,17.3,19.75,84.1,4.8
2026-02-25,passo fundo,33,34.0,44.142857142857146,2,0,0,4.6,22.2,17.3,19.75,84.1,4.8
2026-02-26,passo fundo,45,49.0,38.595238095238095,8,0,0,4.6,22.2,17.3,19.75,84.1,4.8
2026-02-27,passo fundo,40,34.0,41.774193548387096,4,1,1,4.6,22.2,17.3,19.75,84.1,4.8
2026-02-28,passo fundo,32,29.0,32.22222222222222,4,1,0,4.6,22.2,17.3,19.75,84.1,4.8
